PROVINCIA,CANTON,MES,DIA,HORA,CLASE,CAUSA,ZONA,NUM_LESIONADO,NUM_FALLECIDO,TOTAL_VICTIMAS
1,0101,1,1,1,7,3,1,1,0,1
1,0101,1,1,12,7,9,1,2,0,2
1,0101,1,2,20,3,4,1,1,0,1
1,0101,1,2,15,3,2,1,0,0,0
1,0101,1,3,10,1,4,1,1,0,1
1,0101,1,3,6,3,4,1,1,0,1
1,0101,1,3,14,4,3,1,0,0,0
1,0101,1,4,20,4,3,1,0,0,0
1,0101,1,5,19,1,4,1,5,0,5
1,0101,1,5,19,3,2,1,1,0,1
1,0101,1,5,20,1,5,2,1,0,1
1,0101,1,6,16,3,1,1,0,0,0
1,0101,1,6,17,3,2,2,0,0,0
1,0101,1,6,23,3,4,2,0,0,0
1,0101,1,7,19,7,3,2,0,0,0
1,0101,1,1,21,3,4,1,0,0,0
1,0101,1,2,0,4,4,1,0,0,0
1,0101,1,2,16,3,2,1,1,0,1
1,0101,1,2,22,3,1,1,1,0,1
1,0101,1,4,22,3,2,1,1,0,1
1,0101,1,5,13,4,3,1,2,0,2
1,0101,1,6,1,7,3,2,2,0,2
1,0101,1,7,0,4,1,1,0,0,0
1,0101,1,7,2,4,3,1,0,0,0
1,0101,1,7,9,4,1,1,1,0,1
1,0101,1,6,18,3,1,1,0,0,0
1,0101,1,7,11,2,4,1,1,0,1
1,0101,1,7,20,3,2,2,1,0,1
1,0101,1,7,21,2,4,1,1,0,1
11,1101,1,5,21,4,3,1,0,0,0
11,1101,1,5,7,1,1,2,1,0,1
11,1101,1,5,9,4,3,1,1,0,1
11,1101,1,6,4,1,3,2,0,1,1
11,1101,1,7,7,6,4,1,0,0,0
11,1101,1,1,12,3,1,1,0,0,0
11,1101,1,5,7,3,3,1,0,0,0
11,1101,1,6,21,3,7,1,0,0,0
11,1101,1,7,1,3,1,1,0,0,0
11,1101,1,7,22,5,1,1,0,0,0
11,1101,1,7,3,4,1,2,0,0,0
11,1101,1,2,8,6,6,1,0,0,0
11,1101,1,2,22,3,3,1,0,0,0
11,1101,1,4,19,3,6,1,0,0,0
11,1101,1,4,13,3,10,1,0,0,0
11,1101,1,4,15,4,3,1,1,0,1
11,1101,1,6,11,3,7,1,0,0,0
11,1101,1,6,4,4,3,1,0,0,0
11,1101,1,6,17,3,1,1,0,0,0
11,1101,1,6,14,4,1,1,0,0,0
11,1101,1,7,17,4,6,1,0,0,0
11,1101,1,7,7,4,10,1,1,0,1
11,1101,1,7,8,4,6,1,1,0,1
11,1101,1,1,7,3,7,1,0,0,0
11,1101,1,1,13,3,3,1,0,0,0
11,1101,1,1,14,3,4,1,0,0,0
11,1101,1,3,7,4,10,1,0,0,0
11,1101,1,3,21,3,1,1,0,0,0
11,1101,1,3,13,3,7,1,0,0,0
11,1101,1,4,17,3,3,1,0,0,0
11,1101,1,6,5,3,7,1,4,0,4
11,1101,1,6,22,4,3,1,0,0,0
11,1101,1,7,11,1,5,1,1,0,1
11,1101,1,7,11,3,7,1,0,0,0
11,1101,1,7,19,6,1,2,2,1,3
11,1101,1,5,13,1,5,1,0,0,0
11,1101,1,6,16,1,7,1,0,0,0
11,1101,1,6,10,3,3,2,0,0,0
11,1101,1,6,17,3,1,1,0,0,0
11,1101,1,7,6,6,3,1,0,0,0
11,1101,1,7,20,7,2,2,0,0,0
11,1101,1,7,3,4,3,1,0,0,0
11,1101,1,7,18,3,1,1,0,0,0
9,0901,1,5,12,3,7,1,1,0,1
9,0901,1,5,23,3,7,1,1,0,1
9,0901,1,5,19,7,3,1,0,0,0
9,0901,1,5,19,5,4,1,0,0,0
9,0901,1,5,15,3,4,1,0,0,0
9,0901,1,5,13,4,3,1,0,0,0
9,0901,1,5,13,3,4,1,0,0,0
9,0901,1,5,10,7,3,1,1,0,1
9,0901,1,5,2,6,3,1,0,0,0
9,0901,1,5,1,6,3,1,18,0,18
9,0901,1,5,22,3,7,1,1,0,1
9,0901,1,5,19,5,4,1,0,0,0
9,0901,1,5,20,4,3,1,1,0,1
9,0901,1,5,15,5,4,1,1,0,1
9,0901,1,5,11,1,3,1,2,0,2
9,0901,1,5,10,3,4,1,2,0,2
9,0901,1,5,4,1,3,1,1,0,1
9,0901,1,5,3,3,4,1,1,0,1
9,0901,1,5,6,6,3,1,0,1,1
9,0901,1,5,10,6,3,1,3,1,4
9,0901,1,5,22,3,7,1,2,0,2
9,0901,1,5,16,3,4,1,3,0,3
9,0901,1,6,21,5,4,1,0,0,0
9,0901,1,6,20,3,4,1,0,0,0
9,0901,1,6,11,3,2,1,0,0,0
9,0901,1,6,8,4,3,1,1,0,1
9,0901,1,7,4,3,1,1,0,0,0
9,0901,1,7,9,3,2,1,6,0,6
9,0901,1,7,12,3,7,1,1,0,1
9,0901,1,7,20,1,3,1,1,0,1
9,0901,1,7,21,1,3,1,1,0,1
9,0901,1,7,22,4,3,1,0,0,0
9,0901,1,7,17,3,7,1,1,0,1
9,0901,1,1,22,4,3,1,0,1,1
9,0901,1,1,15,3,7,1,1,0,1
9,0901,1,1,15,2,3,1,1,0,1
9,0901,1,1,13,6,9,1,4,0,4
9,0901,1,1,15,3,7,1,1,0,1
9,0901,1,1,7,3,7,1,0,0,0
9,0901,1,1,0,3,7,1,3,0,3
9,0901,1,1,12,3,7,1,1,0,1
9,0901,1,1,16,3,4,1,1,0,1
9,0901,1,1,22,5,1,1,1,0,1
9,0901,1,2,7,3,7,1,2,0,2
9,0901,1,2,7,3,3,1,1,0,1
9,0901,1,2,11,7,9,1,2,0,2
9,0901,1,2,13,3,7,1,2,0,2
9,0901,1,2,14,4,3,1,2,0,2
9,0901,1,2,19,1,5,1,1,0,1
9,0901,1,2,20,3,7,1,1,0,1
9,0901,1,2,22,3,7,1,2,0,2
9,0901,1,2,22,3,7,1,2,0,2
9,0901,1,2,18,1,3,1,1,0,1
9,0901,1,2,22,1,3,1,1,0,1
9,0901,1,3,11,3,2,1,1,0,1
9,0901,1,3,15,3,2,1,0,0,0
9,0901,1,3,6,3,2,1,1,0,1
9,0901,1,3,6,3,7,1,3,0,3
9,0901,1,3,5,7,3,1,0,0,0
9,0901,1,3,8,3,4,1,1,0,1
9,0901,1,3,13,3,7,1,0,0,0
9,0901,1,3,14,3,7,1,1,0,1
9,0901,1,3,15,3,7,1,2,0,2
9,0901,1,3,16,3,7,1,0,0,0
9,0901,1,3,17,7,3,1,0,0,0
9,0901,1,3,16,7,4,1,1,0,1
9,0901,1,3,22,3,1,1,2,0,2
9,0901,1,3,19,1,3,1,1,0,1
9,0901,1,4,2,4,3,1,0,0,0
9,0901,1,4,15,3,4,1,1,0,1
9,0901,1,4,5,3,1,1,1,0,1
9,0901,1,4,20,4,3,1,0,0,0
9,0901,1,4,18,3,7,1,1,0,1
9,0901,1,4,8,2,4,1,1,0,1
9,0901,1,4,6,5,4,1,0,0,0
9,0901,1,4,8,5,7,1,3,0,3
9,0901,1,5,1,4,1,1,1,0,1
9,0901,1,5,11,3,4,1,0,0,0
9,0901,1,5,14,1,3,1,1,0,1
9,0901,1,5,16,1,3,1,1,0,1
9,0901,1,5,18,3,7,1,0,0,0
9,0901,1,5,16,3,7,1,0,0,0
9,0901,1,5,17,3,4,1,3,0,3
9,0901,1,5,10,3,7,1,1,0,1
9,0901,1,5,19,3,7,1,1,0,1
9,0901,1,5,23,7,3,1,1,0,1
9,0901,1,5,21,1,3,1,1,0,1
9,0901,1,5,17,3,4,1,1,0,1
9,0901,1,5,11,1,3,1,1,0,1
9,0901,1,6,1,2,3,1,1,0,1
9,0901,1,6,5,3,7,1,0,0,0
9,0901,1,6,3,4,3,1,0,0,0
9,0901,1,6,23,1,3,1,1,0,1
9,0901,1,6,10,3,7,1,1,0,1
9,0901,1,6,15,3,1,1,2,0,2
9,0901,1,6,18,1,3,1,2,0,2
9,0901,1,6,20,1,3,1,0,1,1
9,0901,1,6,17,3,7,1,0,0,0
9,0901,1,6,14,5,4,1,0,0,0
9,0901,1,6,23,3,7,1,1,0,1
9,0901,1,6,14,3,7,1,3,0,3
9,0901,1,7,2,3,7,1,0,0,0
9,0901,1,7,1,3,7,1,0,0,0
9,0901,1,7,6,4,3,1,0,0,0
9,0901,1,7,6,3,7,1,0,0,0
9,0901,1,7,8,4,3,1,0,1,1
9,0901,1,7,1,4,1,1,6,0,6
9,0901,1,7,2,3,1,1,1,0,1
9,0901,1,7,6,4,1,1,1,0,1
9,0901,1,7,7,4,3,1,6,0,6
9,0901,1,7,10,3,7,1,1,0,1
9,0901,1,7,11,4,1,1,2,0,2
9,0901,1,7,13,3,4,1,1,0,1
9,0901,1,7,17,3,1,1,2,0,2
9,0901,1,7,22,3,1,1,0,0,0
9,0901,1,1,18,3,4,1,2,0,2
9,0901,1,1,0,4,1,1,1,0,1
9,0901,1,1,2,7,3,1,1,0,1
9,0901,1,1,5,4,1,1,0,1,1
9,0901,1,1,19,1,3,1,1,0,1
9,0901,1,1,10,3,7,1,1,0,1
9,0901,1,1,7,1,3,1,1,0,1
9,0901,1,1,9,3,1,1,2,0,2
9,0901,1,2,8,3,7,1,1,0,1
9,0901,1,2,8,3,7,1,0,0,0
9,0901,1,2,12,1,3,1,1,0,1
9,0901,1,2,13,5,4,1,0,0,0
9,0901,1,2,17,1,3,1,1,0,1
9,0901,1,2,8,3,7,1,1,0,1
9,0901,1,2,16,3,4,1,2,0,2
9,0901,1,2,19,3,7,1,2,0,2
9,0901,1,3,3,4,3,1,0,0,0
9,0901,1,3,15,3,7,1,2,0,2
9,0901,1,3,8,4,3,1,1,0,1
9,0901,1,3,8,3,7,1,1,0,1
9,0901,1,3,7,3,7,1,0,0,0
9,0901,1,4,11,3,7,1,0,0,0
9,0901,1,4,12,3,7,1,1,0,1
9,0901,1,4,13,5,4,1,0,0,0
9,0901,1,4,18,3,7,1,0,0,0
9,0901,1,4,16,3,7,1,0,0,0
9,0901,1,5,7,5,4,1,1,0,1
9,0901,1,5,8,3,7,1,2,0,2
9,0901,1,5,10,1,3,1,1,0,1
9,0901,1,5,12,1,3,1,1,0,1
9,0901,1,5,16,3,2,1,1,0,1
9,0901,1,5,17,3,2,1,3,0,3
9,0901,1,5,20,3,3,1,2,0,2
9,0901,1,5,21,3,7,1,1,0,1
9,0901,1,5,20,3,7,1,0,0,0
9,0901,1,5,22,5,4,1,1,0,1
9,0901,1,5,20,1,3,1,0,1,1
9,0901,1,6,16,5,4,1,0,0,0
9,0901,1,6,14,1,3,1,1,0,1
9,0901,1,6,21,3,7,1,4,0,4
9,0901,1,6,10,3,7,1,0,0,0
9,0901,1,6,5,7,3,1,0,0,0
9,0901,1,6,9,3,7,1,1,0,1
9,0901,1,6,23,4,3,1,1,0,1
9,0901,1,6,17,7,3,1,0,0,0
9,0901,1,6,16,3,3,1,0,1,1
9,0901,1,6,21,1,3,1,0,1,1
9,0901,1,6,1,2,3,1,1,0,1
9,0901,1,6,3,3,7,1,0,0,0
9,0901,1,6,2,4,3,1,2,0,2
9,0901,1,6,5,4,3,1,0,0,0
9,0901,1,6,5,4,3,1,0,0,0
9,0901,1,6,10,1,3,1,2,0,2
9,0901,1,6,11,4,2,1,0,0,0
9,0901,1,7,1,4,3,1,0,0,0
9,0901,1,7,2,7,3,1,0,0,0
9,0901,1,7,14,3,7,1,0,0,0
9,0901,1,7,15,3,7,1,0,0,0
9,0901,1,7,16,3,2,1,0,0,0
9,0901,1,7,14,4,4,1,0,0,0
9,0901,1,7,8,1,7,1,1,0,1
9,0901,1,7,3,4,3,1,0,0,0
9,0901,1,7,18,3,7,1,2,0,2
9,0901,1,1,8,3,2,1,1,0,1
9,0901,1,1,13,3,7,1,4,0,4
9,0901,1,1,10,3,4,1,0,0,0
9,0901,1,1,10,3,7,1,3,0,3
9,0901,1,1,16,1,3,1,1,0,1
9,0901,1,1,15,1,3,1,1,0,1
9,0901,1,1,15,1,3,1,1,0,1
9,0901,1,1,15,3,1,1,0,0,0
9,0901,1,1,17,1,3,1,1,0,1
9,0901,1,1,18,4,3,1,0,0,0
9,0901,1,2,7,3,7,1,1,0,1
9,0901,1,2,10,3,2,1,0,0,0
9,0901,1,2,9,4,3,1,2,0,2
9,0901,1,2,16,3,2,1,1,0,1
9,0901,1,2,16,1,3,1,1,0,1
9,0901,1,2,3,3,4,1,0,0,0
9,0901,1,2,14,3,7,1,1,0,1
9,0901,1,2,23,3,4,1,1,0,1
9,0901,1,2,9,3,2,1,0,0,0
9,0901,1,2,20,1,3,1,1,0,1
9,0901,1,3,10,1,3,1,1,0,1
9,0901,1,3,12,3,2,1,0,0,0
9,0901,1,3,19,3,7,1,3,0,3
9,0901,1,3,9,1,3,1,1,0,1
9,0901,1,3,7,3,7,1,0,0,0
9,0901,1,3,9,4,3,1,0,0,0
9,0901,1,3,8,5,4,1,0,0,0
9,0901,1,3,15,3,7,1,0,0,0
9,0901,1,4,4,7,7,1,1,0,1
9,0901,1,4,8,1,3,1,1,0,1
9,0901,1,4,0,4,3,1,0,0,0
9,0901,1,4,21,4,4,1,0,0,0
9,0901,1,4,15,3,2,1,0,0,0
9,0901,1,4,10,4,3,1,0,0,0
9,0901,1,4,9,1,5,1,1,0,1
9,0901,1,4,8,1,5,1,1,0,1
9,0901,1,5,0,4,3,1,0,0,0
9,0901,1,5,7,1,3,1,1,0,1
9,0901,1,5,10,2,3,1,1,0,1
9,0901,1,5,13,3,7,1,1,0,1
9,0901,1,5,13,1,3,1,1,0,1
9,0901,1,5,14,3,7,1,1,0,1
9,0901,1,5,22,3,7,1,2,0,2
9,0901,1,5,21,4,3,1,1,0,1
9,0901,1,5,23,3,7,1,1,0,1
9,0901,1,6,20,1,3,1,2,0,2
9,0901,1,6,0,3,7,1,1,0,1
9,0901,1,6,1,4,3,1,0,0,0
9,0901,1,6,6,4,3,1,0,0,0
9,0901,1,6,8,3,2,1,1,0,1
9,0901,1,6,13,3,2,1,2,0,2
9,0901,1,6,11,4,3,1,1,0,1
9,0901,1,6,11,3,4,1,1,0,1
9,0901,1,6,10,8,3,1,0,0,0
9,0901,1,6,10,1,3,1,1,0,1
9,0901,1,6,15,4,3,1,2,0,2
9,0901,1,6,14,3,7,1,1,0,1
9,0901,1,6,21,5,1,1,0,0,0
9,0901,1,6,23,4,1,1,0,0,0
9,0901,1,6,20,3,2,1,2,0,2
9,0901,1,7,0,1,3,1,1,0,1
9,0901,1,7,1,3,7,1,1,0,1
9,0901,1,7,2,3,4,1,1,0,1
9,0901,1,7,2,3,1,1,2,0,2
9,0901,1,7,4,4,3,1,1,0,1
9,0901,1,7,6,4,3,1,0,0,0
9,0901,1,7,7,6,6,1,2,0,2
9,0901,1,7,10,4,1,1,1,0,1
9,0901,1,7,12,3,7,1,0,0,0
9,0901,1,7,10,5,4,1,0,0,0
9,0901,1,7,8,3,7,1,1,0,1
9,0901,1,7,1,4,3,1,0,0,0
9,0901,1,7,20,4,10,1,1,0,1
9,0901,1,7,23,3,7,1,0,0,0
9,0901,1,7,23,3,7,1,0,0,0
9,0901,1,1,18,3,7,1,1,0,1
9,0901,1,1,23,3,7,1,1,0,1
9,0901,1,1,17,3,7,1,1,0,1
9,0901,1,2,6,3,4,1,2,0,2
9,0901,1,2,11,1,4,1,2,0,2
9,0901,1,2,16,3,4,1,1,0,1
9,0901,1,2,15,5,4,1,0,0,0
9,0901,1,2,17,3,2,1,1,0,1
9,0901,1,2,9,5,4,1,0,0,0
9,0901,1,2,10,3,7,1,0,0,0
9,0901,1,2,11,1,3,1,1,0,1
9,0901,1,2,9,1,4,1,1,0,1
9,0901,1,3,19,1,3,1,1,0,1
9,0901,1,3,23,3,7,1,3,0,3
9,0901,1,3,15,3,7,1,2,0,2
9,0901,1,3,17,4,3,1,1,0,1
9,0901,1,3,17,3,7,1,1,0,1
9,0901,1,3,18,3,2,1,1,0,1
9,0901,1,3,23,3,7,1,1,0,1
9,0901,1,3,22,3,4,1,0,0,0
9,0901,1,3,15,5,4,1,0,0,0
9,0901,1,4,0,3,7,1,4,0,4
9,0901,1,4,7,4,3,1,0,0,0
9,0901,1,4,9,3,7,1,1,0,1
9,0901,1,4,12,4,3,1,0,0,0
9,0901,1,4,15,1,3,1,2,0,2
9,0901,1,4,17,3,4,1,1,0,1
9,0901,1,4,16,1,3,1,1,0,1
9,0901,1,5,0,3,2,1,1,0,1
9,0901,1,5,19,4,3,1,2,0,2
9,0901,1,5,12,3,7,1,0,0,0
9,0901,1,5,8,3,4,1,1,0,1
9,0901,1,5,6,3,2,1,1,0,1
9,0901,1,5,15,1,3,1,1,0,1
9,0901,1,5,19,1,1,1,2,0,2
9,0901,1,5,20,3,2,1,2,0,2
9,0901,1,6,12,3,7,1,1,0,1
9,0901,1,6,16,4,1,1,1,0,1
9,0901,1,6,13,3,7,1,1,0,1
9,0901,1,6,16,5,4,1,0,0,0
9,0901,1,6,16,5,4,1,1,0,1
9,0901,1,6,13,5,4,1,0,0,0
9,0901,1,6,11,3,7,1,1,0,1
9,0901,1,6,5,4,3,1,0,0,0
9,0901,1,6,5,4,3,1,0,0,0
9,0901,1,6,3,4,3,1,1,0,1
9,0901,1,6,2,3,4,1,2,0,2
9,0901,1,6,0,3,2,1,0,0,0
9,0901,1,7,1,3,7,1,2,0,2
9,0901,1,7,0,3,2,1,0,0,0
9,0901,1,7,1,3,1,1,1,0,1
9,0901,1,7,8,1,3,1,1,0,1
9,0901,1,7,4,3,7,1,3,1,4
9,0901,1,7,8,4,1,1,1,0,1
9,0901,1,7,13,5,4,1,1,0,1
9,0901,1,7,3,7,3,1,0,0,0
9,0901,1,7,4,4,4,1,0,0,0
9,0901,1,7,19,1,3,1,1,0,1
9,0901,1,7,15,5,4,1,2,0,2
10,1001,1,5,0,5,4,1,0,0,0
10,1001,1,6,14,1,4,1,0,0,0
10,1001,1,6,18,6,4,1,0,0,0
10,1001,1,6,20,3,4,1,0,0,0
10,1001,1,7,3,4,4,1,1,0,1
10,1001,1,1,9,5,4,1,0,0,0
10,1001,1,1,11,3,4,1,1,0,1
10,1001,1,2,9,5,4,1,0,0,0
10,1001,1,2,10,3,4,1,1,0,1
10,1001,1,2,11,3,4,1,0,0,0
10,1001,1,2,11,3,4,1,0,0,0
10,1001,1,2,16,3,4,1,0,0,0
10,1001,1,3,16,5,4,1,0,0,0
10,1001,1,3,16,3,7,1,1,0,1
10,1001,1,3,16,2,4,1,1,0,1
10,1001,1,4,14,3,4,1,0,0,0
10,1001,1,4,19,4,7,1,0,0,0
10,1001,1,5,15,4,7,1,0,0,0
10,1001,1,5,23,3,1,1,0,0,0
10,1001,1,6,13,3,7,1,0,0,0
10,1001,1,6,11,5,4,1,0,0,0
10,1001,1,6,20,2,7,1,1,0,1
10,1001,1,6,23,3,4,1,0,0,0
10,1001,1,7,5,4,7,1,1,0,1
10,1001,1,7,20,3,4,1,0,0,0
10,1001,1,1,10,5,4,1,0,0,0
10,1001,1,1,6,3,4,1,0,0,0
10,1001,1,2,8,3,4,1,0,0,0
10,1001,1,2,19,3,4,1,0,0,0
10,1001,1,2,15,5,4,1,0,0,0
10,1001,1,2,19,4,4,1,0,0,0
10,1001,1,3,6,7,4,1,0,0,0
10,1001,1,3,7,3,4,1,0,0,0
10,1001,1,3,9,4,4,1,0,0,0
10,1001,1,3,22,7,4,1,0,0,0
10,1001,1,4,13,4,4,1,1,0,1
10,1001,1,4,18,3,4,1,0,0,0
10,1001,1,4,9,3,4,1,0,0,0
10,1001,1,4,11,4,4,1,0,0,0
10,1001,1,4,12,5,4,1,0,0,0
10,1001,1,5,16,5,4,1,0,0,0
10,1001,1,5,18,5,4,1,0,0,0
10,1001,1,5,8,4,4,1,0,0,0
10,1001,1,7,7,3,7,1,2,0,2
10,1001,1,7,9,5,4,1,0,0,0
10,1001,1,7,9,3,7,1,0,0,0
10,1001,1,7,14,5,7,1,0,0,0
10,1001,1,7,16,3,7,1,0,0,0
10,1001,1,7,20,3,7,1,0,0,0
10,1001,1,1,7,5,7,1,0,0,0
